TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA
ROMI3;10,67;10,78;8,04;0,84;0,44;28,79;6,51;10,29;12,71;18,12;5,41;0,36;0,83;1,86;-1,01;1,70;10,48;5,41;3,87;0,52;0,48;0,53;4,76;77,63;2.358.147,48
RPAD3;5,31;0,01;10,72;0,44;0,44;94,81;15.412,22;15.529,63;10,81;;-0,23;-0,01;1.665,42;-259,32;-0,44;0,86;4,14;4,09;4,11;0,99;0,01;0,00;8,18;-4,53;2.105,00
RPAD5;8,07;6,48;16,30;0,67;0,67;94,81;15.412,22;15.529,63;16,42;;-0,23;-0,01;2.531,06;-394,11;-0,67;0,86;4,14;4,09;4,11;0,99;0,01;0,00;8,18;-4,53;6.873,40
RPAD6;6,14;0,01;12,40;0,51;0,51;94,81;15.412,22;15.529,63;12,49;;-0,23;-0,01;1.925,74;-299,86;-0,51;0,86;4,14;4,09;4,11;0,99;0,01;0,00;8,18;-4,53;5.061,56
RPMG3;2,53;;-0,73;-0,06;0,08;-1,09;-19,18;-21,78;-0,83;-0,83;0,00;;0,16;-0,07;-0,87;0,47;8,61;-10,67;7,58;-1,24;2,24;0,49;33,55;;111.811,90
RSID3;4,09;;-0,12;-0,12;0,03;-41,26;-751,26;-1.039,12;-0,16;-3,33;-3,17;;1,20;-0,08;-0,06;0,49;107,97;-29,99;-49,15;-0,28;1,28;0,03;-45,17;;482.032,00
RSUL3;0,00;;0,00;0,00;0,00;33,17;18,00;10,30;0,00;0,95;0,13;;0,00;0,00;0,00;0,48;-661,22;9,13;771,17;-0,01;1,01;0,89;8,04;;
RSUL4;103,00;;3,47;-22,95;0,32;33,17;18,00;10,30;1,98;0,95;0,13;;0,36;-1,02;-0,45;0,48;-661,22;9,13;771,17;-0,01;1,01;0,89;8,04;;10.100,25
SANB11;25,63;11,18;6,73;0,96;0,12;34,12;3,14;19,04;40,75;40,75;;;1,28;;-0,12;;14,32;1,72;;0,12;0,88;0,09;0,84;11,08;77.272.240,05
SANB3;12,31;11,09;6,46;0,93;0,11;34,12;3,14;19,04;39,15;40,75;;;1,23;;-0,11;;14,32;1,72;;0,12;0,88;0,09;0,84;11,08;1.967.825,78
SANB4;12,21;12,30;6,41;0,92;0,11;34,12;3,14;19,04;38,83;40,75;;;1,22;;-0,11;;14,32;1,72;;0,12;0,88;0,09;0,84;11,08;2.189.416,90
SAPR11;27,69;4,00;7,48;1,30;0,67;61,18;34,87;22,97;4,93;6,50;1,57;0,41;1,72;21,48;-0,77;1,30;17,40;8,90;13,22;0,51;0,49;0,39;9,71;19,76;55.553.067,08
SAPR3;5,82;3,52;7,86;1,37;0,70;61,18;34,87;22,97;5,18;6,50;1,57;0,41;1,81;22,57;-0,81;1,30;17,40;8,90;13,22;0,51;0,49;0,39;9,71;19,76;764.194,28
SAPR4;5,32;4,24;7,19;1,25;0,64;61,18;34,87;22,97;4,73;6,50;1,57;0,41;1,65;20,63;-0,74;1,30;17,40;8,90;13,22;0,51;0,49;0,39;9,71;19,76;9.001.702,28
SBSP3;54,70;2,52;18,13;1,78;0,80;43,67;30,71;11,36;6,71;8,90;2,19;0,58;2,06;-20,87;-0,89;0,74;9,83;4,39;13,86;0,45;0,55;0,39;8,96;44,41;184.988.273,43
SCAR3;30,69;1,19;19,31;1,18;0,59;74,69;57,17;24,09;8,14;13,27;5,14;0,75;4,65;6,39;-0,70;2,44;6,13;3,04;6,61;0,50;0,50;0,13;-4,84;-11,86;472.970,00
SEDU3;23,80;;-13,38;14,95;1,53;48,36;-15,73;-25,73;-21,89;-27,94;-6,05;4,13;3,44;57,90;-2,27;1,09;-111,71;-11,44;-13,15;0,10;0,90;0,44;10,51;;
SEER3;14,56;2,07;19,31;1,41;0,76;53,34;17,57;7,58;8,33;8,14;-0,19;-0,03;1,46;7,99;-0,98;1,72;7,32;3,91;15,32;0,53;0,47;0,52;4,57;-3,27;14.546.757,05
SGPS3;5,52;;6,04;0,20;0,08;31,63;5,48;3,21;3,54;14,30;10,76;0,60;0,19;0,88;-0,14;1,33;3,30;1,39;3,18;0,42;0,58;0,43;-8,90;15,16;909.988,78
SHOW3;1,67;;-2,19;0,41;0,17;14,11;-12,65;-16,88;-2,92;-1,39;1,52;-0,22;0,37;0,91;-0,40;1,49;-18,85;-7,87;-9,51;0,42;0,58;0,47;-6,50;;1.101.402,18
SHUL3;0,00;;0,00;0,00;0,00;22,22;9,32;8,91;0,00;7,67;2,33;0,36;0,00;0,00;0,00;2,24;14,63;5,92;6,36;0,40;0,60;0,66;10,35;15,10;
SHUL4;10,27;1,50;9,74;1,42;0,58;22,22;9,32;8,91;9,31;7,67;2,33;0,36;0,87;1,62;-1,61;2,24;14,63;5,92;6,36;0,40;0,60;0,66;10,35;15,10;2.459.723,50
SLCE3;24,91;1,58;13,19;1,64;0,65;26,82;19,66;11,24;7,54;9,97;2,43;0,53;1,48;4,65;-1,19;1,45;12,42;4,95;9,79;0,40;0,60;0,44;11,54;21,06;37.956.081,20
SLED3;1,09;;-0,13;-0,25;0,05;29,79;-75,15;-47,50;-0,08;-0,99;-0,92;;0,06;-1,42;-0,07;0,89;184,19;-37,32;-165,40;-0,20;1,20;0,79;-17,69;;91.848,65
SLED4;0,69;;-0,08;-0,16;0,03;29,79;-75,15;-47,50;-0,05;-0,99;-0,92;;0,04;-0,90;-0,04;0,89;184,19;-37,32;-165,40;-0,20;1,20;0,79;-17,69;;384.493,90
SMFT3;0,00;;0,00;0,00;0,00;37,95;6,14;-16,06;0,00;8,98;8,98;0,50;0,00;0,00;0,00;1,66;-14,51;-4,28;1,36;0,29;0,71;0,27;29,93;;
SMLS3;12,15;2,22;2,41;1,20;0,50;93,01;72,86;59,62;1,97;0,46;-1,51;-0,92;1,44;1,59;-2,07;1,70;49,66;20,65;39,69;0,42;0,58;0,35;;;25.602.525,08
SMTO3;19,43;3,39;12,23;1,86;0,60;29,93;30,88;16,59;6,57;10,86;4,28;1,21;2,03;2,86;-0,89;2,75;15,22;4,89;10,30;0,32;0,68;0,29;11,89;1,72;35.240.536,28
SNSY3;0,00;;0,00;0,00;0,00;9,30;-22,14;-40,57;0,00;;-0,83;;0,00;0,00;0,00;0,55;14,93;-48,81;8,89;-3,27;4,27;1,20;1,78;;
SNSY5;80,00;;-0,08;-0,01;0,04;9,30;-22,14;-40,57;-0,15;;-0,83;;0,03;-0,10;-0,08;0,55;14,93;-48,81;8,89;-3,27;4,27;1,20;1,78;;25.664,00
SNSY6;0,00;;0,00;0,00;0,00;9,30;-22,14;-40,57;0,00;;-0,83;;0,00;0,00;0,00;0,55;14,93;-48,81;8,89;-3,27;4,27;1,20;1,78;;
SOND3;33,46;2,50;18,74;1,59;1,12;31,97;4,27;6,90;30,27;;-10,09;-0,53;1,29;2,86;-2,63;3,10;8,48;5,95;4,73;0,70;0,30;0,86;-10,60;;
SOND5;37,00;2,49;20,73;1,76;1,23;31,97;4,27;6,90;33,47;;-10,09;-0,53;1,43;3,16;-2,91;3,10;8,48;5,95;4,73;0,70;0,30;0,86;-10,60;;11.100,00
SOND6;32,01;2,88;17,93;1,52;1,07;31,97;4,27;6,90;28,96;;-10,09;-0,53;1,24;2,74;-2,52;3,10;8,48;5,95;4,73;0,70;0,30;0,86;-10,60;;3.201,00
SPRI3;10,60;;-4,82;0,77;0,72;;;;-4,42;;0,56;-0,10;;2,52;-1,08;7,86;-15,92;-14,98;-17,38;0,94;0,06;0,00;;;294.843,58
SPRI5;8,80;;-4,00;0,64;0,60;;;;-3,67;;0,56;-0,10;;2,09;-0,89;7,86;-15,92;-14,98;-17,38;0,94;0,06;0,00;;;38.572,18
SPRI6;22,00;;-10,01;1,59;1,50;;;;-9,17;;0,56;-0,10;;5,24;-2,23;7,86;-15,92;-14,98;-17,38;0,94;0,06;0,00;;;71.686,00
SPRT3B;0,90;;-32,01;-32,93;408,93;;;;-34,85;-34,85;0,00;;;-30,49;-411,12;0,00;102,88;-1.277,40;94,51;-12,42;13,42;0,00;;;
SQIA3;19,61;;-770,73;3,27;2,27;33,16;-0,45;-0,97;-1.676,92;-1.362,64;314,29;-0,61;7,47;4,28;-6,02;6,81;-0,42;-0,29;-0,61;0,70;0,30;0,30;18,39;;17.031.817,03
STBP3;4,20;0,42;251,00;2,10;0,88;26,15;9,20;1,16;31,56;32,27;0,71;0,05;2,90;9,39;-1,06;2,22;0,84;0,35;4,60;0,42;0,58;0,30;0,17;;17.731.688,83
STKF3;0,00;;0,00;0,00;0,00;52,23;28,54;13,66;0,00;2,06;2,06;0,20;0,00;0,00;0,00;1,52;4,71;2,85;5,76;0,61;0,39;0,21;12,55;;
STTR3;0,00;;0,00;0,00;0,00;33,80;12,33;12,53;0,00;0,55;0,55;0,13;0,00;0,00;0,00;3,75;23,94;13,99;15,42;0,58;0,42;1,12;16,73;;
SULA11;44,89;1,44;17,05;2,50;0,64;12,15;3,61;4,70;22,22;4,60;-17,63;-1,98;0,80;1,89;-2,12;1,93;14,65;3,74;5,94;0,26;0,74;0,80;7,60;9,88;151.380.676,88
SULA3;20,60;1,04;23,47;3,44;0,88;12,15;3,61;4,70;30,59;4,60;-17,63;-1,98;1,10;2,60;-2,92;1,93;14,65;3,74;5,94;0,26;0,74;0,80;7,60;9,88;78.833,68
SULA4;12,40;1,74;14,13;2,07;0,53;12,15;3,61;4,70;18,42;4,60;-17,63;-1,98;0,66;1,57;-1,76;1,93;14,65;3,74;5,94;0,26;0,74;0,80;7,60;9,88;91.108,15
SUZB3;37,91;;-3,44;11,06;0,49;23,65;13,89;-54,97;13,61;31,07;17,46;14,20;1,89;11,76;-0,60;1,29;-321,65;-14,23;-5,77;0,04;0,96;0,26;20,53;;420.445.135,63
TAEE11;28,67;8,11;8,18;1,86;0,80;66,77;80,74;56,32;5,71;9,00;3,29;1,07;4,61;4,51;-1,08;3,10;22,75;9,77;13,71;0,43;0,57;0,17;3,08;1,96;76.522.518,40
TAEE3;9,55;8,11;8,18;1,86;0,80;66,77;80,74;56,32;5,70;9,00;3,29;1,07;4,61;4,51;-1,08;3,10;22,75;9,77;13,71;0,43;0,57;0,17;3,08;1,96;318.069,45
TAEE4;9,56;8,11;8,19;1,86;0,80;66,77;80,74;56,32;5,71;9,00;3,29;1,07;4,61;4,52;-1,08;3,10;22,75;9,77;13,71;0,43;0,57;0,17;3,08;1,96;550.333,23
TASA3;3,88;;7,91;-1,13;0,32;34,08;10,57;4,34;3,25;10,21;6,76;;0,34;5,32;-0,92;1,10;-14,26;4,07;18,68;-0,29;1,29;0,94;3,94;;378.948,60
TASA4;4,38;;8,93;-1,27;0,36;34,08;10,57;4,34;3,67;10,21;6,76;;0,39;6,01;-1,04;1,10;-14,26;4,07;18,68;-0,29;1,29;0,94;3,94;;4.978.379,25
TCNO3;1,58;;-8,36;6,99;0,05;19,66;-256,62;-123,62;-4,03;-16,14;-12,75;22,12;10,34;-0,11;-0,05;0,30;-83,57;-0,54;-7,50;0,01;0,99;0,00;-41,18;;34.880,75
TCNO4;1,19;;-6,30;5,26;0,03;19,66;-256,62;-123,62;-3,03;-16,14;-12,75;22,12;7,78;-0,08;-0,04;0,30;-83,57;-0,54;-7,50;0,01;0,99;0,00;-41,18;;63.812,28
TCSA3;0,75;;-1,73;0,62;0,34;-5,14;-92,62;-107,43;-2,00;-2,36;-0,36;0,11;1,86;2,30;-0,53;1,73;-36,01;-19,76;-23,55;0,55;0,45;0,18;-22,05;;9.957.686,53
TECN3;1,18;;-0,76;0,27;0,14;34,55;-40,05;-38,79;-0,73;-1,06;-0,32;0,12;0,29;0,40;-0,33;2,41;-35,61;-18,14;-30,42;0,51;0,49;0,47;-4,46;;241.974,15
TEKA3;7,08;;-0,03;0,00;0,00;14,90;-19,13;-86,76;-0,13;-16,59;-16,48;;0,02;0,00;0,00;0,03;8,25;-13,17;2,78;-1,60;2,60;0,15;0,99;;2.794,78
TEKA4;5,80;;-0,02;0,00;0,00;14,90;-19,13;-86,76;-0,10;-16,59;-16,48;;0,02;0,00;0,00;0,03;8,25;-13,17;2,78;-1,60;2,60;0,15;0,99;;101.071,00
TELB3;71,70;;-20,49;2,95;1,13;-104,60;-60,17;-116,29;-39,59;-27,59;4,70;-0,35;23,82;5,15;-1,56;5,04;-14,42;-5,53;-6,40;0,38;0,62;0,05;35,27;;70.927,90
TELB4;22,95;;-6,56;0,95;0,36;-104,60;-60,17;-116,29;-12,67;-27,59;4,70;-0,35;7,63;1,65;-0,50;5,04;-14,42;-5,53;-6,40;0,38;0,62;0,05;35,27;;643.014,25
TEND3;25,09;1,83;11,31;1,91;0,73;32,48;13,42;11,83;9,97;9,47;-0,50;-0,10;1,34;1,49;-2,93;2,93;16,88;6,48;9,82;0,38;0,62;0,55;18,04;54,85;30.996.403,38
TESA3;11,45;;-2,11;0,32;0,10;16,54;7,61;-11,02;3,05;15,34;12,29;1,27;0,23;-2,64;-0,14;0,89;-14,98;-4,61;4,46;0,31;0,69;0,42;2,10;;474.612,70
TGMA3;19,08;8,33;6,75;2,12;1,30;21,28;17,34;14,03;5,46;5,95;0,49;0,19;0,95;6,26;-2,31;1,90;31,36;19,25;19,67;0,61;0,39;1,37;3,72;81,20;18.961.746,08
TIET11;13,57;5,09;17,28;3,55;0,67;33,95;37,62;15,34;7,05;10,77;3,72;1,88;2,65;-39,45;-0,87;0,93;20,53;3,88;12,04;0,19;0,81;0,25;-4,83;-17,87;26.085.708,08
TIET3;3,06;4,52;19,48;4,00;0,76;33,95;37,62;15,34;7,94;10,77;3,72;1,88;2,99;-44,48;-0,98;0,93;20,53;3,88;12,04;0,19;0,81;0,25;-4,83;-17,87;530.645,90
TIET4;2,65;5,21;16,87;3,46;0,65;33,95;37,62;15,34;6,88;10,77;3,72;1,88;2,59;-38,52;-0,85;0,93;20,53;3,88;12,04;0,19;0,81;0,25;-4,83;-17,87;1.608.036,95
TIMP3;13,57;3,03;8,97;1,45;0,83;57,26;26,33;21,06;7,17;7,35;0,18;0,04;1,89;26,72;-1,02;1,21;16,22;9,28;14,51;0,57;0,43;0,44;0,27;11,67;98.939.162,20
TKNO3;0,00;;0,00;0,00;0,00;20,50;8,19;6,29;0,00;2,37;-1,99;-0,13;0,00;0,00;0,00;3,17;5,16;4,10;2,96;0,79;0,21;0,65;4,23;;
TKNO4;39,20;;12,32;0,64;0,51;20,50;8,19;6,29;9,45;2,37;-1,99;-0,13;0,77;1,43;-1,04;3,17;5,16;4,10;2,96;0,79;0,21;0,65;4,23;;3.920,00
TOTS3;20,15;0,91;44,78;4,61;3,23;67,94;14,46;11,21;34,71;31,98;-2,74;-0,36;5,02;10,04;-6,67;2,66;10,29;7,21;8,67;0,70;0,30;0,64;3,64;1,56;117.070.999,55
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;11,31;-9,18;11,93;-0,81;1,81;0,84;-30,92;;
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;11,31;-9,18;11,93;-0,81;1,81;0,84;-30,92;;
TPIS3;1,07;;-1,01;0,26;0,05;11,06;-4,85;-18,14;-3,79;-40,55;-36,76;2,50;0,18;-0,21;-0,05;0,22;-25,44;-5,05;-5,73;0,20;0,80;0,28;-16,57;;544.167,10
TRIS3;8,05;3,99;9,65;1,33;0,80;36,88;21,73;19,73;8,76;8,17;-0,59;-0,09;1,90;1,53;-3,42;3,18;13,81;8,33;10,83;0,60;0,40;0,42;16,04;43,54;15.525.309,70
TRPL3;25,24;6,89;9,09;1,31;0,80;69,74;70,49;54,17;6,98;7,17;0,93;0,17;4,92;8,07;-0,98;2,21;14,38;8,83;12,40;0,61;0,39;0,16;20,76;28,03;75.257,23
TRPL4;20,81;8,36;7,49;1,08;0,66;69,74;70,49;54,17;5,76;7,17;0,93;0,17;4,06;6,65;-0,81;2,21;14,38;8,83;12,40;0,61;0,39;0,16;20,76;28,03;39.486.316,20
TRPN3;0,71;104,75;0,44;0,54;0,40;100,00;71,70;59,29;0,37;-0,36;-0,72;-1,07;0,26;0,59;-6,13;3,61;122,35;90,00;90,82;0,74;0,26;1,52;11,63;32,47;
TUPY3;15,17;;7,84;0,92;0,43;16,17;6,91;5,40;6,13;7,94;1,81;0,27;0,42;1,49;-0,87;2,31;11,68;5,44;7,67;0,47;0,53;1,01;8,54;4,85;13.674.554,93
TXRX3;10,00;;1,99;-0,15;0,23;31,55;23,55;20,38;1,72;9,38;8,31;;0,41;-0,16;-0,34;0,18;-7,35;11,61;-28,89;-1,58;2,58;0,57;6,60;;2.000,00
TXRX4;4,30;;0,86;-0,06;0,10;31,55;23,55;20,38;0,74;9,38;8,31;;0,17;-0,07;-0,15;0,18;-7,35;11,61;-28,89;-1,58;2,58;0,57;6,60;;46.842,63
UCAS3;3,55;12,48;15,74;1,46;1,14;39,56;11,07;10,22;14,54;12,00;-2,54;-0,26;1,61;3,47;-2,31;2,82;9,30;7,22;6,49;0,78;0,22;0,71;-7,68;6,53;953.112,20
UGPA3;17,12;2,57;57,97;2,01;0,58;6,76;1,50;0,37;14,12;23,52;9,40;1,34;0,21;1,97;-1,07;2,78;3,47;1,00;3,57;0,29;0,71;2,72;3,37;-23,25;143.353.607,03
UNIP3;27,80;2,83;124,73;1,95;0,69;26,07;10,56;0,71;8,36;;0,87;0,20;0,88;8,04;-1,05;1,34;1,57;0,55;11,97;0,35;0,65;0,78;28,83;14,43;85.385,05
UNIP5;26,60;5,37;119,35;1,87;0,66;26,07;10,56;0,71;8,00;;0,87;0,20;0,85;7,69;-1,00;1,34;1,57;0,55;11,97;0,35;0,65;0,78;28,83;14,43;25.986,18
UNIP6;22,69;3,82;101,80;1,60;0,56;26,07;10,56;0,71;6,82;;0,87;0,20;0,72;6,56;-0,85;1,34;1,57;0,55;11,97;0,35;0,65;0,78;28,83;14,43;3.943.422,28
USIM3;6,59;0,76;-66,83;0,53;0,31;12,42;6,63;-0,81;8,18;;3,52;0,23;0,54;1,25;-0,47;3,26;-0,79;-0,46;4,23;0,58;0,42;0,56;7,98;;1.572.359,10
USIM5;6,13;0,89;-62,16;0,49;0,28;12,42;6,63;-0,81;7,61;;3,52;0,23;0,50;1,16;-0,44;3,26;-0,79;-0,46;4,23;0,58;0,42;0,56;7,98;;120.739.104,70
USIM6;9,45;0,58;-95,83;0,76;0,44;12,42;6,63;-0,81;11,72;;3,52;0,23;0,78;1,79;-0,68;3,26;-0,79;-0,46;4,23;0,58;0,42;0,56;7,98;;10.450,00
VALE3;52,77;2,68;-184,25;1,61;0,63;42,73;11,19;-1,02;16,74;18,91;2,18;0,21;1,87;6,41;-0,83;1,72;-0,88;-0,34;4,99;0,39;0,61;0,34;13,75;;1.448.240.446,55
VIVA3;19,18;0,88;16,36;4,09;2,48;70,18;33,57;28,98;14,12;13,58;-0,54;-0,16;4,74;5,60;-7,34;3,00;24,98;15,14;22,53;0,61;0,39;0,52;;;35.618.201,70
VIVR3;1,33;;-0,28;-0,46;0,12;24,48;113,33;151,68;-0,38;-1,53;-1,16;;;-0,26;-0,20;0,45;164,24;-42,95;-265,92;-0,26;1,26;-0,28;;;722.459,30
VIVT3;46,82;5,85;16,45;1,11;0,72;49,70;16,33;10,91;10,99;12,18;1,10;0,11;1,79;40,07;-0,89;1,10;6,76;4,38;6,78;0,65;0,35;0,40;1,90;7,89;4.406.950,98
VIVT4;47,45;6,35;16,67;1,13;0,73;49,70;16,33;10,91;11,14;12,18;1,10;0,11;1,82;40,61;-0,90;1,10;6,76;4,38;6,78;0,65;0,35;0,40;1,90;7,89;134.561.844,08
VLID3;10,90;6,42;19,09;0,62;0,27;21,29;6,31;1,99;6,01;12,13;6,11;0,63;0,38;1,64;-0,47;1,67;3,23;1,43;4,81;0,44;0,56;0,72;4,16;-16,59;8.860.903,15
VSPT3;0,00;;0,00;0,00;0,00;11,36;10,08;5,55;0,00;-0,30;-0,30;-0,02;0,00;0,00;0,00;0,75;2,85;1,68;3,70;0,59;0,41;0,30;9,98;28,45;
VSPT4;0,00;;0,00;0,00;0,00;11,36;10,08;5,55;0,00;-0,30;-0,30;-0,02;0,00;0,00;0,00;0,75;2,85;1,68;3,70;0,59;0,41;0,30;9,98;28,45;
VULC3;4,17;;7,16;0,94;0,76;34,69;10,42;10,52;7,23;7,09;-0,13;-0,02;0,75;1,59;-1,83;5,32;13,16;10,56;12,20;0,80;0,20;1,00;7,08;;4.654.595,33
VVAR3;12,52;;-11,81;25,39;0,68;29,39;-3,69;-5,37;-17,21;-20,99;-3,78;5,58;0,63;-4,65;-1,36;0,77;-214,98;-5,76;-24,20;0,03;0,97;1,07;5,89;;1.098.144.998,75
WEGE3;41,85;0,98;49,39;8,89;5,06;29,68;14,15;12,59;43,93;43,71;-0,22;-0,04;6,22;15,55;-12,97;2,14;17,99;10,24;14,47;0,57;0,43;0,81;6,46;6,97;231.770.738,88
WHRL3;6,30;23,65;5,33;3,14;1,24;16,88;9,13;22,94;13,40;12,13;-1,47;-0,34;1,22;5,83;-5,46;1,38;58,84;23,27;9,01;0,40;0,60;1,01;-3,78;43,60;163.093,50
WHRL4;6,60;26,41;5,58;3,29;1,30;16,88;9,13;22,94;14,04;12,13;-1,47;-0,34;1,28;6,11;-5,72;1,38;58,84;23,27;9,01;0,40;0,60;1,01;-3,78;43,60;680.507,95
WIZS3;9,42;7,10;6,91;6,07;2,30;72,14;52,11;31,28;4,15;3,86;-0,29;-0,42;2,16;-17,68;-3,30;0,70;87,80;33,25;92,92;0,38;0,62;1,06;13,39;17,52;7.641.795,55
WLMM3;9,70;3,30;7,10;0,84;0,69;12,71;5,17;4,59;6,30;7,20;-0,60;-0,08;0,33;2,40;-1,10;4,16;11,84;9,66;10,95;0,82;0,18;2,10;16,88;66,05;5.437,53
WLMM4;13,93;2,52;10,19;1,21;0,98;12,71;5,17;4,59;9,05;7,20;-0,60;-0,08;0,47;3,44;-1,58;4,16;11,84;9,66;10,95;0,82;0,18;2,10;16,88;66,05;23.446,84
WSON33;29,50;3,86;33,63;0,92;0,39;44,15;17,95;3,85;7,22;14,03;6,82;0,87;1,30;6,79;-0,47;1,55;2,74;1,17;4,04;0,43;0,57;0,30;-0,97;2,21;1.717.716,33
YDUQ3;28,72;1,77;15,49;2,71;1,16;57,55;24,01;16,12;10,40;11,51;1,11;0,29;2,50;3,77;-2,06;3,41;17,50;7,51;12,43;0,43;0,57;0,47;3,99;7,97;114.210.620,50
